wals_code,name,latitude,longitude,genus,family,countrycodes,Glottocode,ASJP,glotFam,feature,value,comment,source,imputation
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Consonant_Inventories,1,Small,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Vowel_Quality_Inventories,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Consonant-Vowel_Ratio,1,Low,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Voicing_in_Plosives_and_Fricatives,2,In plosives alone,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Voicing_and_Gaps_in_Plosive_Systems,4,Missing /g/,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Uvular_Consonants,1,None,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Glottalized_Consonants,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Lateral_Consonants,1,No laterals,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Front_Rounded_Vowels,1,None,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Syllable_Structure,1,Simple,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Tone,2,Simple tone system,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Fixed_Stress_Locations,1,No fixed stress,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Weight-Sensitive_Stress,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Weight_Factors_in_Weight-Sensitive_Stress_Systems,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Rhythm_Types,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Absence_of_Common_Consonants,4,No nasals,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Presence_of_Uncommon_Consonants,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Prefixing_vs._Suffixing_in_Inflectional_Morphology,2,Strongly suffixing,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Distance_Contrasts_in_Demonstratives,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Pronominal_and_Adnominal_Demonstratives,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Third_Person_Pronouns_and_Demonstratives,2,Related for all demonstratives,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Gender_Distinctions_in_Independent_Personal_Pronouns,3,3rd person singular only,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Intensifiers_and_Reflexive_Pronouns,2,Differentiated,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Person_Marking_on_Adpositions,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Position_of_Case_Affixes,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Position_of_Pronominal_Possessive_Affixes,4,No possessive affixes,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Position_of_Tense-Aspect_Affixes,2,Tense-aspect suffixes,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,"Order_of_Subject,_Object_and_Verb",5,OVS,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Subject_and_Verb,2,VS,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Object_and_Verb,1,OV,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Adposition_and_Noun_Phrase,1,Postpositions,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Genitive_and_Noun,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Adjective_and_Noun,1,Adjective-Noun,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Numeral_and_Noun,1,Numeral-Noun,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Relative_Clause_and_Noun,1,Noun-Relative clause,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Degree_Word_and_Adjective,3,No dominant order,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Position_of_Polar_Question_Particles,6,No question particle,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Position_of_Interrogative_Phrases_in_Content_Questions,1,Initial interrogative phrase,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase,1,OV and Postpositions,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun,1,OV and AdjN,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Alignment_of_Verbal_Person_Marking,2,Accusative,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Expression_of_Pronominal_Subjects,2,Subject affixes on verb,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Verbal_Person_Marking,?,,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Third_Person_Zero_of_Verbal_Person_Marking,2,No zero realization,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Person_Markers_on_the_Verb,1,A and P do not or do not both occur on the verb,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Passive_Constructions,1,Present,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Negative_Morphemes,1,Negative affix,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Polar_Questions,2,Interrogative verb morphology,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Hand_and_Arm,2,Different,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Finger_and_Hand,2,Different,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Postverbal_Negative_Morphemes,2,[V-Neg],test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,The_Position_of_Negative_Morphemes_in_Object-Initial_Languages,4,O[V-Neg]S,test,Tuc.TUCANOAN.CUBEO
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Postnominal_relative_clauses,?,,test,Tuc.TUCANOAN.CUBEO
